su;Crème renversée vite faite;https://www.marmiton.org/recettes/recette_creme-renversee-vite-faite_13451.aspx;nh;french
su;Gâteau de riz;https://www.marmiton.org/recettes/recette_gateau-de-riz_64333.aspx;h;french
su;Bavarois framboise-chocolat;https://www.marmiton.org/recettes/recette_bavarois-framboise-chocolat_67315.aspx;nh;french
su;Tarte tatin facile et rapide;https://www.marmiton.org/recettes/recette_tarte-tatin-facile-et-rapide_37301.aspx;nh;french
su;Cake au pavot et au citron;https://www.marmiton.org/recettes/recette_cake-au-pavot-et-au-citron_21413.aspx;h;french
su;Tarte abricot amandine;https://www.marmiton.org/recettes/recette_tarte-abricot-amandine_39184.aspx;nh;french
su;Yaourt maison;https://www.marmiton.org/recettes/recette_yaourt-maison-avec-une-yaourtiere_13901.aspx;h;french
su;Tarte aux pêches;https://www.marmiton.org/recettes/recette_tarte-aux-peches_59368.aspx;nh;french
su;Moelleux au chocolat sans gluten;https://www.marmiton.org/recettes/recette_moelleux-au-chocolat-sans-gluten-farine-de-riz_42417.aspx,h;h;french
su;Mousse au citron;https://www.marmiton.org/recettes/recette_mousse-au-citron_24452.aspx;nh;french
su;Glace aux M&M's;https://www.marmiton.org/recettes/recette_glace-aux-m-m-s_40486.aspx;nh;american
su;Pancakes healthy;https://www.marmiton.org/recettes/recette_pancakes-healthy_371879.aspx;h;american
su;Cookies healthy ;https://www.marmiton.org/recettes/recette_cookies-healthy-avoine-noix-de-coco-beurre-de-cacahuete_337116.aspx;h;american
su;Sushi dessert;https://www.marmiton.org/recettes/recette_sushi-dessert_53458.aspx;h;asian
